t,SGD (0.001),SGD (0.005),SGD (0.01),SGD (0.05),SGD (0.1),SGD (0.5),SGD (1.0),SGD (5.0),SGD (10.0),AdaGrad (0.001),AdaGrad (0.005),AdaGrad (0.01),AdaGrad (0.05),AdaGrad (0.1),AdaGrad (0.5),AdaGrad (1.0),AdaGrad (5.0),AdaGrad (10.0),Adam (0.001),Adam (0.005),Adam (0.01),Adam (0.05),Adam (0.1),Adam (0.5),Adam (1.0),Adam (5.0),Adam (10.0),NAG (0.001),NAG (0.005),NAG (0.01),NAG (0.05),NAG (0.1),NAG (0.5),NAG (1.0),NAG (5.0),NAG (10.0),Orabona (0.001),Orabona (0.005),Orabona (0.01),Orabona (0.05),Orabona (0.1),Orabona (0.5),Orabona (1.0),Orabona (5.0),Orabona (10.0),ScInOL_1,ScInOL_2,SGD (0.001) 0/1,SGD (0.005) 0/1,SGD (0.01) 0/1,SGD (0.05) 0/1,SGD (0.1) 0/1,SGD (0.5) 0/1,SGD (1.0) 0/1,SGD (5.0) 0/1,SGD (10.0) 0/1,AdaGrad (0.001) 0/1,AdaGrad (0.005) 0/1,AdaGrad (0.01) 0/1,AdaGrad (0.05) 0/1,AdaGrad (0.1) 0/1,AdaGrad (0.5) 0/1,AdaGrad (1.0) 0/1,AdaGrad (5.0) 0/1,AdaGrad (10.0) 0/1,Adam (0.001) 0/1,Adam (0.005) 0/1,Adam (0.01) 0/1,Adam (0.05) 0/1,Adam (0.1) 0/1,Adam (0.5) 0/1,Adam (1.0) 0/1,Adam (5.0) 0/1,Adam (10.0) 0/1,NAG (0.001) 0/1,NAG (0.005) 0/1,NAG (0.01) 0/1,NAG (0.05) 0/1,NAG (0.1) 0/1,NAG (0.5) 0/1,NAG (1.0) 0/1,NAG (5.0) 0/1,NAG (10.0) 0/1,Orabona (0.001) 0/1,Orabona (0.005) 0/1,Orabona (0.01) 0/1,Orabona (0.05) 0/1,Orabona (0.1) 0/1,Orabona (0.5) 0/1,Orabona (1.0) 0/1,Orabona (5.0) 0/1,Orabona (10.0) 0/1,ScInOL_1 0/1,ScInOL_2 0/1
550,16.839970256836136,74.69503016608336,152.61920081707984,777.4796375709394,1569.3335136136625,7366.789948618878,17480.93187315515,78124.87399551496,154269.5838177628,0.6093228932340174,0.6282441855998457,0.6917322542324047,1.46880110856327,2.653403007670316,13.270149551458156,30.47350151174134,140.47747237165376,271.2023776966672,0.9861303135824905,3.753779813518522,7.209687390004346,35.44477447375889,59.01256850704474,300.04130808486786,671.9395034035397,3128.759263145808,5854.388263224382,0.6846599024869168,0.6529528082496434,0.6179867652522523,0.45787679591061037,0.3825596921578541,0.3058669824749417,0.32066925789271294,0.7340492773927352,1.490427004511925,0.6927784139470301,0.6913077014563833,0.6894790850290939,0.6752365785997962,0.6583758665012901,0.5554332947133406,0.480237982382973,0.3414118803444401,0.3215871800554,0.6823271866372448,0.45799456012243456,0.45174900000000007,0.437451,0.443844,0.44118699999999994,0.44202900000000006,0.4361459999999999,0.44802299999999995,0.43931700000000007,0.4392790000000001,0.333625,0.3359,0.34343500000000005,0.358172,0.36265000000000003,0.36633299999999996,0.38556100000000004,0.371703,0.357584,0.37540200000000007,0.402813,0.39716999999999997,0.393851,0.38536699999999996,0.38703200000000004,0.38956099999999994,0.385368,0.38153799999999993,0.14151000000000002,0.140388,0.139196,0.132443,0.12998099999999996,0.136306,0.142848,0.157361,0.163252,0.143113,0.14310600000000004,0.14301999999999998,0.142645,0.142225,0.13913899999999998,0.13691799999999998,0.13824799999999998,0.14277900000000002,0.19135299999999997,0.15745
600,16.756250574097955,72.51464004819316,170.06271090773632,642.6120191148107,1360.403901203344,6970.171436986569,14122.718806753226,69888.09002553909,138977.3912211781,0.6040612524126246,0.6045284161692004,0.6501948937755405,1.4795705899629332,2.9192584028414172,14.667630048992455,27.382232163092784,144.2653896654926,275.6176205231135,0.861925591043839,3.4715049487728216,5.715137958245914,26.210009368513983,42.410537496061764,247.27138617996889,650.8373944624307,3233.7042039047074,8610.221181087241,0.6842820628078267,0.6512622431031561,0.6150501566360571,0.452505553109103,0.3779052742821264,0.301548604712734,0.31601663923795364,0.736317928301619,1.4500079227862943,0.6927681068456752,0.6912563959551145,0.6893770477047625,0.6747490470941784,0.6574557613854245,0.5525812435021982,0.476887157883031,0.33844664454625234,0.3188571234008355,0.6822099586468385,0.45065034299718487,0.43393999999999994,0.433253,0.43369800000000003,0.41487300000000005,0.420921,0.42291999999999996,0.41903499999999994,0.422181,0.41999700000000006,0.32550799999999996,0.32553499999999996,0.337534,0.35564000000000007,0.36262800000000006,0.365084,0.37378,0.370796,0.36962599999999995,0.35553899999999994,0.385808,0.36934199999999995,0.357444,0.345721,0.364896,0.385105,0.37545599999999996,0.399003,0.138966,0.137902,0.13669,0.13060100000000002,0.128124,0.13333599999999998,0.140596,0.159293,0.162518,0.13981400000000002,0.13979,0.13972400000000001,0.13928999999999997,0.13883600000000001,0.135982,0.13391400000000003,0.135203,0.140327,0.184595,0.15586100000000003
650,14.31898951810022,86.65372240503056,136.41147246658235,825.3251434048574,1424.1609411907755,7724.903965586879,12435.815432014218,63223.78094389396,133590.83797617335,0.613863765660188,0.6401303260730133,0.6943260706617052,1.6957526068181175,3.2219192095443416,14.968185133865612,28.938911917458796,142.49888493007296,260.5548517136003,0.7973852217862503,2.3165334387981718,4.753504888724235,26.172703257844006,43.26959561437263,241.22293180515126,438.0247205714657,1903.527219699364,3952.2547883442758,0.6838813956479686,0.6494685504845895,0.611930205381243,0.4466693013442874,0.37287170736422814,0.30067586791418155,0.31646636701667136,0.728626740645933,1.403746169229502,0.6927530792442095,0.691181598611989,0.6892283021449932,0.674038748144541,0.6561158017030311,0.5484125363881427,0.4719768970295096,0.33596702778906656,0.3183755231745429,0.6818161880818837,0.4440070426921374,0.417768,0.42256900000000003,0.42774799999999996,0.43264199999999997,0.43244499999999997,0.434234,0.41683000000000003,0.42499000000000003,0.41902799999999996,0.337677,0.34013499999999997,0.34684800000000005,0.372148,0.376399,0.37462399999999996,0.379765,0.37334300000000004,0.367625,0.352593,0.363755,0.370484,0.366659,0.35896400000000006,0.368174,0.362612,0.360021,0.36343999999999993,0.137621,0.13646299999999997,0.135253,0.129061,0.12676700000000002,0.133403,0.141233,0.15928799999999999,0.161336,0.13800700000000002,0.13797,0.137913,0.137509,0.137098,0.134307,0.132311,0.134735,0.140759,0.18334500000000004,0.152034
700,9.978760504093104,50.433338265269924,107.67810595707381,559.8807216433047,1039.401707677734,5672.481991705269,10048.130003790468,48787.868139718674,98615.35587369552,0.6027178621855916,0.6090320307162618,0.6446683435332557,1.2370048110337457,2.292925878257218,13.10633180370906,26.571388700199815,120.57430582509683,208.22936581765612,0.7762234473836728,2.575360793136005,4.474954364753677,26.701435300904286,51.882234543097226,248.45946979316872,460.70647913109894,2247.035703259223,4540.020553001168,0.6834864532241595,0.6477110295146561,0.6088956446738926,0.44119596374182163,0.36814680897366603,0.29867206216848824,0.3161379130927901,0.7014537815467701,1.3760376704675654,0.6927380044734087,0.6911065751781124,0.6890791286965975,0.6733272580857179,0.6547756803492627,0.5442909125527473,0.4671530793881479,0.3327819049659924,0.3158083563259696,0.6813338482752583,0.4365788497374729,0.404173,0.406011,0.403327,0.40998999999999997,0.401126,0.4171099999999999,0.4098129999999999,0.411083,0.411979,0.327489,0.32323900000000005,0.32709200000000005,0.34131599999999995,0.352847,0.360564,0.36694,0.34602,0.33125499999999997,0.333728,0.37050700000000003,0.35960500000000006,0.35213000000000005,0.373607,0.375328,0.374313,0.354442,0.35287799999999997,0.136831,0.135687,0.13447599999999998,0.128028,0.12611,0.132654,0.140569,0.15624,0.15935800000000003,0.138164,0.13813399999999998,0.138075,0.137674,0.137192,0.134242,0.13201999999999997,0.13416600000000004,0.13976300000000003,0.183649,0.14842499999999997
750,10.560514401443074,53.75622596159367,121.14224328910674,548.3788609298625,1305.899229163728,5963.559591966889,12450.816159177291,64875.67027300445,130320.4389282454,0.6019260722971518,0.6045899642909607,0.6384983121017089,1.2694209978622806,2.1150252506430505,9.820206529098902,21.02936740722108,119.7238930170126,186.3318908585888,0.8501285711107304,2.8759831834741467,5.069241323489825,24.069722459065837,49.64694717285927,284.6941724457905,539.0871259097154,2506.490012620981,4806.3090318534,0.6830818574926061,0.6459301930213404,0.6058654108499552,0.4363456562861415,0.36455793218402766,0.29887170296398746,0.31715122544037,0.7072830540941897,1.3659249435941265,0.6927229466301068,0.6910316771461511,0.6889303074230331,0.6726214674571203,0.6534561534740181,0.5404919117165866,0.46305474581018274,0.3315366889420241,0.3156224484959109,0.6808043596203165,0.4302997960324805,0.40883699999999995,0.40338399999999996,0.40984,0.401851,0.42224200000000006,0.4207140000000001,0.42196100000000003,0.422703,0.419437,0.32768800000000003,0.320558,0.32161700000000004,0.3482009999999999,0.344345,0.344185,0.345745,0.363819,0.33829000000000004,0.358995,0.37228700000000003,0.37773700000000004,0.375455,0.37333,0.38640399999999997,0.373169,0.375147,0.370867,0.136014,0.134951,0.133747,0.127589,0.125729,0.13304900000000003,0.14137300000000003,0.158005,0.16004400000000002,0.137592,0.13755200000000004,0.137525,0.137152,0.136652,0.133641,0.131577,0.13421999999999998,0.139948,0.184478,0.147384
800,12.504831081190982,61.10453166528331,155.63800815987747,700.820442540625,1486.0011605948987,7568.807915939136,12354.425072175782,68081.37106972664,156398.5286309913,0.6011969733028193,0.605941173502635,0.6487220441938006,1.2929491184988398,2.3066807759533776,12.224888630304763,28.913781297107295,120.38036592287207,222.5821439692123,0.8492724221787531,2.615217609067007,4.846703911578091,28.62138993657971,59.28010411084572,294.69880623180563,624.6113186706532,2983.768875863935,5434.8578078662495,0.6827354281695992,0.6444099480512411,0.6032864825951517,0.4321342568560228,0.36106918375571645,0.2950703838851273,0.31001886893920233,0.6640436781059083,1.2903997910534224,0.6927115285525853,0.6909748965188633,0.6888175178958093,0.6720878186452011,0.6524614496986488,0.5376833722543164,0.4600125886732448,0.32856230328284247,0.31097304859902103,0.6804752558760727,0.42395272643569654,0.44446399999999997,0.44423200000000007,0.450868,0.44482099999999997,0.4504129999999999,0.444045,0.435114,0.45299200000000006,0.44946300000000006,0.326117,0.32372100000000004,0.336389,0.367061,0.372324,0.37924199999999997,0.387832,0.375591,0.362937,0.3612,0.370825,0.362659,0.3822080000000001,0.38196,0.378683,0.38703600000000005,0.37499000000000005,0.37927,0.13544399999999998,0.134299,0.13296899999999998,0.127007,0.125204,0.131246,0.138137,0.152539,0.155267,0.137615,0.137592,0.137537,0.13712999999999997,0.13666100000000003,0.133468,0.131209,0.132637,0.137253,0.184152,0.14383300000000002
850,8.891667176246688,46.65561886139378,97.15248732846189,363.0186910747828,835.5714700531222,3948.146857305481,6193.996655275454,30609.099608233308,76249.70296866047,0.6006946869796229,0.5969022354390544,0.6267741152247186,1.0622042276998866,1.7007299484094651,8.420824788446888,15.897894511285784,102.5202807034962,177.31341339619922,0.8284327820182742,3.4340356371675815,5.651187717156768,32.637233728227464,68.91462539965787,265.87342870458434,630.6089608932916,2726.6681249209114,5625.2488907483585,0.6823703004600361,0.6428146800334944,0.6005971779632497,0.42802137553464126,0.35799978147113176,0.29304136110971923,0.3063804379326588,0.6779935778467946,1.355532361366845,0.6926992274657063,0.6909137105946739,0.6886959423757355,0.6715112650110989,0.6513836657229636,0.5345729358546163,0.4565770307784397,0.32601830092718387,0.30784489850491337,0.680019467652442,0.4181091755292957,0.39493999999999996,0.403664,0.391793,0.387068,0.39779,0.396117,0.377954,0.3754970000000001,0.38244300000000003,0.32675200000000004,0.317048,0.32041800000000004,0.33114199999999994,0.33349,0.334211,0.341808,0.34176799999999996,0.333394,0.347145,0.38586099999999995,0.3824600000000001,0.37256,0.37583500000000003,0.377887,0.38938300000000003,0.37141799999999997,0.375028,0.134873,0.133842,0.132603,0.12679200000000002,0.12507200000000002,0.129884,0.135985,0.155317,0.16065100000000002,0.13685000000000003,0.136819,0.136765,0.1363,0.1358,0.132653,0.13065200000000002,0.130962,0.13496,0.186648,0.143797
900,10.783565728548934,42.61824558001263,92.76763292691734,485.9103373156346,995.2085563958332,4616.136602308398,10271.342297883706,44403.08518560143,94993.13296580274,0.59946085398444,0.5844882837801265,0.5979109386326877,1.04724559092593,2.0823063602507177,9.578019014088577,19.13542027420627,91.42459598990385,206.79938572407673,0.862697722614336,2.906500539120571,7.2401090727041595,34.57171350787563,57.96514500403755,376.99309363490704,667.7963148058584,3129.404047710186,5745.429821046125,0.6820110274396,0.6412555266902811,0.5979901218685304,0.42412470864974355,0.355038881663727,0.2933160496655777,0.3089723923118377,0.6770459837710857,1.33403660904312,0.6926859866478581,0.690847876204082,0.6885651946097123,0.6708936711643132,0.6502349456868658,0.5313714742598047,0.45314336468578525,0.3248038278846182,0.3085829547507221,0.6795191047898886,0.4123473244417458,0.42636799999999997,0.410589,0.40501899999999996,0.417957,0.421315,0.41694200000000003,0.42185300000000014,0.41503900000000005,0.42374600000000007,0.324642,0.30882,0.309395,0.33541000000000004,0.3530539999999999,0.34096499999999996,0.34952,0.34016100000000005,0.35342400000000007,0.343506,0.367789,0.36890199999999995,0.367779,0.356502,0.388816,0.37428500000000003,0.366492,0.36624500000000004,0.133965,0.13290799999999997,0.131674,0.126304,0.124623,0.13037799999999997,0.137262,0.15627200000000002,0.160526,0.13586700000000002,0.135827,0.135785,0.135368,0.13481600000000002,0.131878,0.12987599999999996,0.13110499999999997,0.135969,0.187467,0.14129
950,7.1984088813313365,33.102003702215896,60.336222544069926,346.56229014987105,731.828080761377,3244.9043899937305,6881.344140404208,32109.653131642903,67888.1358014789,0.6016321931458771,0.5921387267171562,0.6014235132441882,0.9826785309927862,1.7636744697989726,7.86847111248841,17.05500398174587,79.80073195082284,175.52897691578897,0.8060124845371025,2.2628754120391896,5.4054878949933,23.998887738030387,54.58540332095615,186.50665541703833,604.6370261834139,2685.924997708096,5796.578859829721,0.6816620814631147,0.6397409501697398,0.5954552182402233,0.420239199949555,0.3520330550035959,0.29325480216330074,0.30957462320446405,0.6625605326193018,1.2772994179281534,0.6926738197187015,0.6907873797657135,0.6884450443660923,0.6703260023913731,0.649178812685484,0.5284263835850099,0.4499903113141185,0.3235289538652825,0.3079728813507205,0.6791262079445788,0.40742520432797036,0.383272,0.38235,0.38495099999999993,0.378753,0.38497499999999996,0.379743,0.3969079999999999,0.37990299999999994,0.37786699999999995,0.32619300000000007,0.31464100000000006,0.31216,0.33108600000000005,0.34020899999999993,0.33127399999999996,0.331748,0.33588300000000004,0.34359599999999996,0.34330200000000005,0.346766,0.369336,0.355656,0.36260699999999996,0.33986599999999995,0.38079,0.374168,0.37650600000000006,0.132716,0.13160100000000002,0.13035599999999997,0.12514000000000003,0.124059,0.130216,0.13713899999999998,0.154665,0.157626,0.13436299999999998,0.13433199999999998,0.134266,0.133851,0.133411,0.13060100000000002,0.128734,0.13078099999999998,0.135667,0.18571500000000002,0.139648
1000,6.163666871541142,40.65222520819534,110.31960755738422,376.9604317737828,920.4630951819074,3988.6634071414423,8392.645348029217,37770.86358108596,77054.48066663565,0.5988497438168854,0.588542241805844,0.6083315754744288,1.082236676783822,1.943274089594199,9.89739130917324,20.830581318402484,92.21524146606357,187.43632554493576,0.9171737435058331,3.217930198509032,6.413054734994992,25.202774344639366,59.844795242611156,305.49250376503744,606.4176466842508,3056.3332166249647,5483.931193547207,0.6813365042564716,0.6383533883969841,0.5931868002918693,0.417237017852824,0.3499684952793526,0.29408057664051085,0.3128034716960596,0.6854675783174058,1.3210145192955782,0.692662943318064,0.6907333451871758,0.6883378407831005,0.6698239487514195,0.6482558022723828,0.5261181297575532,0.4478170056047803,0.32334302197391707,0.308840723946496,0.6785993826861807,0.40240282649555564,0.37836200000000003,0.387026,0.39017700000000005,0.38231800000000005,0.38229100000000005,0.38603699999999996,0.38682999999999995,0.379809,0.380764,0.323712,0.31104500000000007,0.31100000000000005,0.332494,0.3421039999999999,0.341438,0.349242,0.337696,0.348996,0.35988800000000004,0.37354699999999996,0.367454,0.360731,0.37406300000000003,0.38204999999999995,0.36408300000000005,0.37881299999999996,0.35870299999999994,0.13264700000000001,0.13162200000000002,0.13034,0.125133,0.12418799999999999,0.131024,0.138831,0.15811799999999995,0.161202,0.135092,0.13506200000000002,0.13503300000000001,0.1346,0.13412600000000002,0.13140100000000002,0.12954300000000002,0.131513,0.136756,0.18809399999999996,0.13911
1050,8.512376931868092,40.89641598247963,78.11971332194508,400.02550923630486,746.4493772285695,3775.050013914433,8355.259239163897,39573.47707950401,84044.8190424935,0.5971272816499926,0.5799713292767396,0.59077131372884,0.8831509096100071,1.6206379168380323,8.301435878432228,15.408421509809092,67.68260764958701,157.54466047735806,0.8267075899585791,2.6559622323228895,4.660424937444735,24.327649249530204,41.620743549495366,238.2942034803355,488.92589133363873,2685.9743817580493,5453.293752173961,0.6809781159745122,0.6368184369051431,0.5906617677008629,0.41374055638672347,0.34739698708370836,0.2932247643727605,0.31087328340060105,0.652042006291651,1.2648808230970068,0.6926491089112266,0.6906645826110286,0.6882013357028934,0.6691814478392129,0.6470664327794564,0.5229348883434592,0.444520255196574,0.32188041056261485,0.3077105859226809,0.6779562813071517,0.39763808492631025,0.40079200000000004,0.395349,0.395634,0.389069,0.399749,0.410804,0.4190620000000001,0.4128960000000001,0.41996900000000004,0.32254,0.305286,0.30798800000000004,0.32729100000000005,0.342545,0.34996,0.345423,0.32006300000000004,0.33829800000000004,0.341352,0.3584280000000001,0.35221700000000006,0.359282,0.33742799999999995,0.36215,0.364873,0.357514,0.35834400000000005,0.13167800000000002,0.130744,0.12958699999999998,0.12464199999999999,0.12378499999999999,0.130647,0.137644,0.15474800000000002,0.158352,0.134353,0.134297,0.13428299999999999,0.13386900000000002,0.133349,0.130875,0.12909099999999998,0.13131299999999999,0.136072,0.18805900000000003,0.138726
1100,8.882953421849807,47.47493466831516,81.76849007282547,426.61939952001046,723.8721238844231,4069.829107378223,7785.896435228523,39175.11828043001,83579.0967072938,0.5958558560949044,0.5814939045153998,0.6026646124011453,1.0957256730990523,1.9259475199656937,9.637625929868246,17.457572302857255,91.2709714324072,185.33789656451412,0.7686314688248153,2.5313379361382276,5.3812630173788705,24.87341028101099,42.88444171737005,243.54757527827883,482.76316648337695,2281.236442869432,4223.249893070082,0.6806660381321441,0.6354886226534976,0.5884877228606326,0.41082245554242247,0.3453163006183083,0.2923433316216527,0.3090809011400932,0.6390679263976183,1.2267607158837062,0.6926383202215204,0.6906109797620583,0.68809497822337,0.6686828765828055,0.6461482985378711,0.5205689500514948,0.4421445886141197,0.3208844493079012,0.3071300505424366,0.6774866738791429,0.393194550128695,0.409448,0.41739699999999996,0.40674399999999994,0.404118,0.399987,0.411449,0.408478,0.404227,0.406911,0.321222,0.308345,0.31235799999999997,0.337278,0.34317200000000003,0.34288300000000005,0.3386,0.329563,0.345324,0.33832699999999993,0.359175,0.36902599999999997,0.35559700000000005,0.34539300000000006,0.358587,0.354589,0.34387,0.348868,0.13081099999999998,0.129834,0.12878000000000003,0.12417500000000001,0.12335399999999999,0.129976,0.136913,0.15462,0.157893,0.13376899999999997,0.133725,0.133663,0.13326800000000003,0.132834,0.129949,0.12827899999999998,0.130278,0.135125,0.18610600000000002,0.137031
1150,11.426860669528704,66.30920220130002,103.59212665506168,603.3845412594452,1166.3795485079477,3664.8963762548374,8210.676815835017,43350.36264242156,86506.30641413655,0.5954375974051347,0.5846436067131342,0.6151064299933483,1.2286718304056994,2.0915442051380557,10.231670273869838,24.0668210639573,109.32068531966436,207.57689773155283,0.8199695966046802,2.7876585823565274,5.096227710607417,29.99734611264761,61.931177865019094,259.9110136274887,628.8440891833067,2596.0266461521483,5276.6832970552805,0.6803679010485678,0.6342239064075649,0.5864308364544909,0.408062592761096,0.34303113830542464,0.28762219526229227,0.3007709603392105,0.6130137761395508,1.1620922811170447,0.6926279533904898,0.6905594873403565,0.6879928441464369,0.6682054639179633,0.6452722635200321,0.5183572915641002,0.4398954317947695,0.31802795822425783,0.3026891959852573,0.6769545396378926,0.3881851896846793,0.43671299999999996,0.450897,0.44013800000000003,0.43741199999999997,0.4429080000000001,0.409334,0.415132,0.41517799999999994,0.418701,0.3208,0.31031200000000003,0.32005799999999995,0.371085,0.377704,0.375985,0.383555,0.37984300000000004,0.373955,0.335669,0.366357,0.348048,0.379144,0.363963,0.351819,0.37711,0.35754600000000003,0.358866,0.130788,0.12979,0.128707,0.12400200000000001,0.122879,0.127282,0.13331800000000002,0.15203999999999998,0.15472999999999998,0.134187,0.134156,0.13412400000000005,0.13367500000000002,0.133182,0.13010300000000002,0.128023,0.128199,0.132408,0.186657,0.135152
1200,7.205683364194836,45.826851344379975,75.97433623946954,333.24962013395077,823.7150943291632,4165.349671494472,7346.4728016891295,41499.18968528348,73641.40619215682,0.5959567557461778,0.5926933315452734,0.6189298061700474,0.9293936565450298,1.600084571444651,8.708371672005052,16.731716652087588,79.90662355026828,180.3367777485244,0.9186118722161041,2.7461747023000127,5.723521811551905,29.56237581871141,62.21211203449333,330.8696672207974,730.4944343145575,3431.3231997092253,6241.968214419869,0.6800428568721386,0.6328445484012871,0.5841846583007082,0.4049795428914889,0.3406244578595549,0.28731520401240473,0.30107379687825075,0.5994733467222731,1.1352544145177468,0.692616342059382,0.6905017878414373,0.6878783344429332,0.6676677114810468,0.6442794088765006,0.5157183234322075,0.4371058082127416,0.316500253299377,0.30165423884313236,0.6764103944750961,0.38358206179685544,0.393598,0.417482,0.40285099999999996,0.38832500000000003,0.40311900000000006,0.40310500000000005,0.400711,0.403484,0.39998900000000004,0.32146099999999994,0.313885,0.318089,0.33351600000000003,0.343247,0.346868,0.34458400000000006,0.34476500000000004,0.36269799999999996,0.35145299999999996,0.36315200000000003,0.37217400000000006,0.369207,0.37327,0.38231499999999996,0.38241800000000004,0.38335100000000005,0.38750500000000004,0.13013000000000002,0.129078,0.12801400000000002,0.12317800000000001,0.122207,0.12739499999999998,0.13341199999999998,0.15054999999999996,0.153759,0.133341,0.13330099999999998,0.133259,0.132827,0.132352,0.129216,0.127098,0.127875,0.13220300000000001,0.184993,0.13449799999999998
1250,8.68242315088801,39.66057786899464,88.69434992459746,448.75799838074124,706.9907955752915,3770.8351021486583,7455.98871720162,34711.61261229706,69425.48938323217,0.5952831664148702,0.5863364724273163,0.6071727101319455,0.9159364347893464,1.5051557851214077,8.469179048577873,16.74739284226275,74.0636762286778,193.87267621596067,0.8637469553920187,2.4780589062558906,5.165225304789488,23.90973207004921,51.77523436465881,234.13544399214538,536.5507411394076,3035.130342476694,5147.491978264724,0.679727243065642,0.6315156592055728,0.5820451804981248,0.4023713208680616,0.33892543058780406,0.28862993175140594,0.30491080404566406,0.6103470392802306,1.1713991927188865,0.692604859891309,0.6904447570927894,0.6877652195004318,0.667139191848965,0.6433103762051515,0.5133129764160336,0.43479411187237493,0.3164302841580304,0.3032450793752354,0.6757317733137622,0.3798102452948016,0.414126,0.411544,0.42107,0.414578,0.400272,0.405853,0.406494,0.396013,0.39412600000000003,0.319518,0.30586499999999994,0.30877899999999997,0.321271,0.32746200000000003,0.34265700000000004,0.331685,0.327824,0.356603,0.346056,0.35073800000000005,0.352394,0.36321599999999993,0.363031,0.369933,0.364197,0.37660099999999996,0.366185,0.129757,0.12882600000000002,0.127778,0.12308899999999998,0.12239300000000002,0.128139,0.134689,0.15278599999999998,0.15722600000000003,0.133042,0.13299200000000003,0.132959,0.13256500000000002,0.13202,0.128975,0.12727500000000003,0.128623,0.133323,0.18504199999999998,0.134571
1300,8.964886544935876,38.69121229592313,103.38380895091117,535.9306717983385,1136.907322084071,5777.208682649752,10144.69205448236,49144.62594506545,100166.25786275812,0.5947543253943341,0.5832989016692463,0.6036975803340536,0.9886953331582014,1.6926188772746336,8.652170266383424,13.924048067836958,89.83691163726652,156.4360664170266,0.7333630869400489,1.8508050953229993,4.408372109818708,26.202746513316516,31.789585437533844,228.76222760605452,409.24744041026713,2449.2938728173194,5120.373370314008,0.6793848883957389,0.6300892689903849,0.5797748787708964,0.3995070058942009,0.3365166415938679,0.2847550928988517,0.2972596131424379,0.5711715881443707,1.085116348194598,0.6925915411946446,0.690378611373108,0.6876340429858585,0.6665269155025423,0.6421891113286087,0.5105031039367535,0.43187031489385924,0.31300396514276474,0.29784035870945785,0.6749140110527082,0.3747310674376961,0.419001,0.400057,0.42275999999999997,0.434003,0.438671,0.44325200000000003,0.42855499999999996,0.425767,0.42539099999999996,0.32122599999999996,0.306698,0.310281,0.334912,0.338598,0.345958,0.32704199999999994,0.358076,0.340776,0.323951,0.335368,0.351167,0.36107900000000004,0.335278,0.36436799999999997,0.33952899999999997,0.3485619999999999,0.35306799999999994,0.129495,0.128505,0.12740900000000002,0.122673,0.121605,0.125998,0.131548,0.14785800000000002,0.151724,0.132791,0.132743,0.132711,0.13233100000000003,0.13181900000000002,0.128596,0.126575,0.12643100000000002,0.130196,0.183865,0.13206299999999999
1350,8.43491835177179,48.30061332150167,89.15228773263262,404.00370795108506,951.4412507434866,4187.924760984562,8097.269031971865,40172.443205644755,78391.44417082444,0.5949044373670211,0.5797837204558651,0.5919955026855194,0.9363265388279872,1.6637067878710048,8.006939500410564,14.167879750893098,70.35421922185186,166.8920342128563,0.7558119361880766,2.594448389803688,5.316027010348708,22.759014634250768,40.769073709652396,190.37316389124544,569.9819977181241,2116.9521999891826,4428.375230975738,0.679108961915942,0.6289418427275594,0.5779564616543442,0.39748821040260207,0.33530238789496253,0.2856461153565754,0.29845134779721916,0.5801798061352856,1.1099999902925817,0.6925832582979802,0.6903374924624602,0.6875525410753254,0.6661481800898894,0.6414997876647391,0.5089094892724585,0.43047335356710353,0.31326499027422544,0.2988844961120385,0.6743357941134266,0.37170959956279465,0.401966,0.4038340000000001,0.404791,0.396681,0.40724499999999997,0.40197700000000003,0.404523,0.40426599999999996,0.39937100000000003,0.32084199999999996,0.30373500000000003,0.30529900000000004,0.32749799999999996,0.33643100000000004,0.3428110000000001,0.328999,0.32855,0.334972,0.339373,0.36078600000000005,0.36494099999999996,0.356414,0.35662000000000005,0.3533,0.37422,0.354429,0.361458,0.129475,0.12851200000000002,0.127514,0.12274099999999999,0.12164300000000002,0.126489,0.13195800000000002,0.149829,0.15398499999999998,0.13311,0.13307200000000002,0.133039,0.13260199999999997,0.13203,0.128679,0.126612,0.127028,0.13095000000000004,0.185311,0.13252899999999995
